"","pbdb_taxon_name","pbdb_taxon_authority","pbdb_accepted_name","pbdb_accepted_rank","pbdb_accepted_authority","pbdb_accepted_author_name_format","pbdb_accepted_author_year","pbdb_accepted_authority_parentheses"
"1226","Leptorhynchus_crassidens","(Cautley and Falconer 1840)","Leptorhynchus_crassidens","species","(Cautley and Falconer 1840)","CAUTLEY_FALCONER","1840","yes"
"1227","Lobodon_carcinophaga","(Hombron and Jacquinot 1843)","Lobodon_carcinophaga","species","(Hombron and Jacquinot 1843)","HOMBRON_JACQUINOT","1843","yes"
"1228","Stenorhynchus_serridens","Owen 1843","Lobodon_carcinophaga","species","(Hombron and Jacquinot 1843)","HOMBRON_JACQUINOT","1843","yes"
"1229","Ogmorhinus","Turner 1888","Lobodon","genus","(Gray 1844)","GRAY","1844","yes"
"1230","Pontophoca","Kretzoi 1941","Pontophoca","genus","Kretzoi 1941","KRETZOI","1941","no"
"1231","Pontophoca_simionescui","Kretzoi 1941","Pontophoca","genus","Kretzoi 1941","KRETZOI","1941","no"
"1232","Ommatophoca","Gray 1844","Ommatophoca","genus","Gray 1844","GRAY","1844","no"
"1233","Ommatophoca_rossii","(Gray 1844)","Ommatophoca_rossii","species","(Gray 1844)","GRAY","1844","yes"
"1234","Hydrurga","Gistel 1848","Hydrurga","genus","Gistel 1848","GISTEL","1848","no"
"1235","Ogmorhinus_(Ogmorhinus)","Trouessart 1904","Hydrurga","genus","Gistel 1848","GISTEL","1848","no"
"1236","Hydrurga_leptonyx","(de Blainville 1820)","Hydrurga_leptonyx","species","(de Blainville 1820)","DE-BLAINVILLE","1820","yes"
"1237","Ogmorhinus","Peters 1875","Hydrurga","genus","Gistel 1848","GISTEL","1848","no"
"1238","Leptonychotes","(Gill 1872)","Leptonychotes","genus","(Gill 1872)","GILL","1872","yes"
"1239","Poecilophoca","Lydekker 1891","Leptonychotes","genus","(Gill 1872)","GILL","1872","yes"
"1240","Leptonyx","Gray 1837","Leptonychotes","genus","(Gill 1872)","GILL","1872","yes"
"1241","Peocilophoca","Lydekker 1891","Leptonychotes","genus","(Gill 1872)","GILL","1872","yes"
"1242","Leptonychotes_weddellii","(Lesson 1826)","Leptonychotes_weddellii","species","(Lesson 1826)","LESSON","1826","yes"
"1243","Noriphoca","Dewaele et al. 2018","Noriphoca","genus","Dewaele et al. 2018","DEWAELE_ET-AL","2018","no"
"1244","Noriphoca_gaudini","(Guiscardi 1870)","Noriphoca_gaudini","species","(Guiscardi 1870)","GUISCARDI","1870","yes"
"1245","Magnotherium","Rahmat et al. 2021","Magnotherium","genus","Rahmat et al. 2021","RAHMAT_ET-AL","2021","no"
"1246","Magnotherium_johnsii","Rahmat et al. 2021","Magnotherium_johnsii","species","Rahmat et al. 2021","RAHMAT_ET-AL","2021","no"
"1247","Monachus","Flemming 1822","Monachus","genus","Flemming 1822","FLEMMING","1822","no"
"1248","Monachus_(Monachus)","Trouessart 1898","Monachus_(Monachus)","subgenus","Trouessart 1898","TROUESSART","1898","no"
"1249","Monachus_monachus","(Hermann 1779)","Monachus_monachus","species","(Hermann 1779)","HERMANN","1779","yes"
"1250","Monachus_albiventer","(Boddaert 1785)","Monachus_monachus","species","(Hermann 1779)","HERMANN","1779","yes"
"1251","Pelagios","Cuvier 1824","Monachus","genus","Flemming 1822","FLEMMING","1822","no"
"1252","Heliophoca","Gray 1854","Monachus","genus","Flemming 1822","FLEMMING","1822","no"
"1253","Mammonachus","Herrera 1899","Monachus","genus","Flemming 1822","FLEMMING","1822","no"
"1254","Monachus_(Monatherium)","(Van Beneden 1876)","Monachus_(Monatherium)","subgenus","(Van Beneden 1876)","VAN-BENEDEN","1876","yes"
"1255","Pelagocyon","Gloger 1842","Monachus","genus","Flemming 1822","FLEMMING","1822","no"
"1256","Mirounga","Gray 1827","Mirounga","genus","Gray 1827","GRAY","1827","no"
"1257","Mirounga_angustirostris","(Gill 1866)","Mirounga_angustirostris","species","(Gill 1866)","GILL","1866","yes"
"1258","Rhinophoca","Wagler 1830","Mirounga","genus","Gray 1827","GRAY","1827","no"
"1259","Macrorhinus","Cuvier 1824","Mirounga","genus","Gray 1827","GRAY","1827","no"
"1260","Macrorhinus_elephantinus","(Molina 1782)","Macrorhinus_elephantinus","species","(Molina 1782)","MOLINA","1782","yes"
"1261","Physorhinus","Gloger 1841","Mirounga","genus","Gray 1827","GRAY","1827","no"
"1262","Macrorhyna","Gray 1827","Mirounga","genus","Gray 1827","GRAY","1827","no"
"1263","Mirounga_leonina","(Linnaeus 1758)","Mirounga_leonina","species","(Linnaeus 1758)","LINNAEUS","1758","yes"
"1264","Hadrokirus","Amson and Muizon 2013","Hadrokirus","genus","Amson and Muizon 2013","AMSON_MUIZON","2013","no"
"1265","Hadrokirus_martini","Amson and Muizon 2013","Hadrokirus_martini","species","Amson and Muizon 2013","AMSON_MUIZON","2013","no"
"1266","Hadrokirus_novotini","Hafed et al. 2023","Hadrokirus_novotini","species","Hafed et al. 2023","HAFED_ET-AL","2023","no"
"1267","Monachini","Trouessart 1904","Monachini","tribe","Trouessart 1904","TROUESSART","1904","no"
"1268","Eomonachus","Rule et al. 2020","Eomonachus","genus","Rule et al. 2020","RULE_ET-AL","2020","no"
"1269","Eomonachus_belegaerensis","Rule et al. 2020","Eomonachus_belegaerensis","species","Rule et al. 2020","RULE_ET-AL","2020","no"
"1270","Sarcodectes","Rule et al. 2020","Sarcodectes","genus","Rule et al. 2020","RULE_ET-AL","2020","no"
"1271","Sarcodectes_magnus","Rule et al. 2020","Sarcodectes_magnus","species","Rule et al. 2020","RULE_ET-AL","2020","no"
"1272","Homiphoca","Muizon and Hendey 1980","Homiphoca","genus","Muizon and Hendey 1980","MUIZON_HENDEY","1980","no"
"1273","Homiphoca_murfreesi","Hafed et al. 2023","Homiphoca_murfreesi","species","Hafed et al. 2023","HAFED_ET-AL","2023","no"
