"","flags","taxon_rank","taxon_name","taxon_attr","difference","accepted_rank","accepted_name","parent_name","immpar_name","phylum","class","order","family","genus","pbdb_taxon_author_parentheses","pbdb_taxon_author_name","pbdb_taxon_author_year","pbdb_accepted_author_parentheses","pbdb_accepted_author_name","pbdb_accepted_author_year"
"649","","species","Lupus karanorensis","Matschie 1908","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"MATSCHIE","1908",FALSE,"LINNAEUS","1758"
"650","V","species","Aenocyon milleri","(Merriam 1912)","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"MERRIAM","1912",FALSE,"LINNAEUS","1758"
"651","","species","Canis milleri","(Merriam 1912)","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"MERRIAM","1912",FALSE,"LINNAEUS","1758"
"652","","subspecies","Canis lupus lunellensis","Bonifay 1971","invalid subgroup of","species","Canis lupus","Canis lupus","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"BONIFAY","1971",FALSE,"LINNAEUS","1758"
"653","","species","Canis pambasileus","Elliot 1905","subjective synonym of","species","Canis lupus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"ELLIOT","1905",FALSE,"LINNAEUS","1758"
"654","","species","Canis dingo","Blumenbach 1780","","species","Canis dingo","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"BLUMENBACH","1780",FALSE,"BLUMENBACH","1780"
"655","","species","Canis senezensis","Martin 1971","","species","Canis senezensis","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"MARTIN","1971",FALSE,"MARTIN","1971"
"656","","species","Canis etruscus","Forsyth Major 1877","","species","Canis etruscus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"FORSYTH-MAJOR","1877",FALSE,"FORSYTH-MAJOR","1877"
"657","","species","Canis olivolanus","Del Campana 1913","subjective synonym of","species","Canis etruscus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"DEL-CAMPANA","1913",FALSE,"FORSYTH-MAJOR","1877"
"658","","species","Canis majori","Del Campana 1913","subjective synonym of","species","Canis etruscus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"DEL-CAMPANA","1913",FALSE,"FORSYTH-MAJOR","1877"
"659","","species","Canis ceylonicus","Shaw 1800","","species","Canis ceylonicus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"SHAW","1800",FALSE,"SHAW","1800"
"660","V","species","Palaeocyon tarijensis","(Ameghino 1902)","recombined as","species","Canis tarijensis","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"AMEGHINO","1902",TRUE,"AMEGHINO","1902"
"661","V","species","Pleurocyon tarijensis","(Ameghino 1902)","recombined as","species","Canis tarijensis","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"AMEGHINO","1902",TRUE,"AMEGHINO","1902"
"662","","species","Canis tarijensis","(Ameghino 1902)","","species","Canis tarijensis","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"AMEGHINO","1902",TRUE,"AMEGHINO","1902"
"663","","species","Canis familiaris","Linnaeus 1758","","species","Canis familiaris","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"LINNAEUS","1758",FALSE,"LINNAEUS","1758"
"664","","species","Pachycyon robustus","Allen 1885","subjective synonym of","species","Canis familiaris","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"ALLEN","1885",FALSE,"LINNAEUS","1758"
"665","","species","Canis simensis","(Rüppell 1835)","","species","Canis simensis","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"RUPPELL","1835",TRUE,"RUPPELL","1835"
"666","","species","Canis sechurae","Thomas 1900","","species","Canis sechurae","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"THOMAS","1900",FALSE,"THOMAS","1900"
"667","","species","Canis monticinensis","Rook 1992","","species","Canis monticinensis","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"ROOK","1992",FALSE,"ROOK","1992"
"668","","species","Canis longdanensis","Qiu et al. 2004","","species","Canis longdanensis","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"QIU_ET-AL","2004",FALSE,"QIU_ET-AL","2004"
"669","","species","Canis thooides","Tedford et al. 2009","","species","Canis thooides","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"TEDFORD_ET-AL","2009",FALSE,"TEDFORD_ET-AL","2009"
"670","","species","Canis latrans","(Say 1823)","","species","Canis latrans","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"SAY","1823",TRUE,"SAY","1823"
"671","V","species","Chrysocyon latrans","(Say 1823)","recombined as","species","Canis latrans","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"SAY","1823",TRUE,"SAY","1823"
"672","","species","Canis goldmani","Merriam 1904","subjective synonym of","species","Canis latrans","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"MERRIAM","1904",TRUE,"SAY","1823"
"673","","species","Canis jamesi","Townsend 1912","subjective synonym of","species","Canis latrans","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"TOWNSEND","1912",TRUE,"SAY","1823"
"674","","species","Canis caneloensis","Skinner 1942","subjective synonym of","species","Canis latrans","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"SKINNER","1942",TRUE,"SAY","1823"
"675","","species","Canis andersoni","Merriam 1910","subjective synonym of","species","Canis latrans","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"MERRIAM","1910",TRUE,"SAY","1823"
"676","","species","Canis nebrascensis","Merriam 1898","subjective synonym of","species","Canis latrans","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"MERRIAM","1898",TRUE,"SAY","1823"
"677","","species","Canis lestes","Merriam 1897","subjective synonym of","species","Canis latrans","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"MERRIAM","1897",TRUE,"SAY","1823"
"678","","species","Canis riviveronis","Hay 1917","subjective synonym of","species","Canis latrans","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"HAY","1917",TRUE,"SAY","1823"
"679","","species","Canis frustror","Woodhouse 1851","subjective synonym of","species","Canis latrans","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"WOODHOUSE","1851",TRUE,"SAY","1823"
"680","","species","Canis microdon","Merriam 1897","subjective synonym of","species","Canis latrans","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"MERRIAM","1897",TRUE,"SAY","1823"
"681","","species","Canis peninsulae","Merriam 1897","subjective synonym of","species","Canis latrans","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"MERRIAM","1897",TRUE,"SAY","1823"
"682","","species","Canis clepticus","Eliot 1903","subjective synonym of","species","Canis latrans","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"ELIOT","1903",TRUE,"SAY","1823"
"683","","species","Canis mearnsi","Merriam 1897","subjective synonym of","species","Canis latrans","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"MERRIAM","1897",TRUE,"SAY","1823"
"684","","species","Canis irvingtonensis","Savage 1951","subjective synonym of","species","Canis latrans","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"SAVAGE","1951",TRUE,"SAY","1823"
"685","","species","Canis ochropus","Eschscholtz 1829","subjective synonym of","species","Canis latrans","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"ESCHSCHOLTZ","1829",TRUE,"SAY","1823"
"686","","species","Canis estor","Merriam 1897","subjective synonym of","species","Canis latrans","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"MERRIAM","1897",TRUE,"SAY","1823"
"687","","species","Canis hondurensis","Goldman 1936","subjective synonym of","species","Canis latrans","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"GOLDMAN","1936",TRUE,"SAY","1823"
"688","","species","Lyciscus cagottis","Hamilton-Smith 1839","subjective synonym of","species","Canis latrans","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"HAMILTON-SMITH","1839",TRUE,"SAY","1823"
"689","","species","Canis impavidus","Allen 1903","subjective synonym of","species","Canis latrans","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"ALLEN","1903",TRUE,"SAY","1823"
"690","","species","Canis vigilis","Merriam 1897","subjective synonym of","species","Canis latrans","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"MERRIAM","1897",TRUE,"SAY","1823"
"691","","species","Canis lupaster","Hemprich and Ehrenberg 1832","","species","Canis lupaster","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"HEMPRICH_EHRENBERG","1832",FALSE,"HEMPRICH_EHRENBERG","1832"
"692","","species","Canis anthus","(Cuvier 1820)","subjective synonym of","species","Canis lupaster","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"CUVIER","1820",FALSE,"HEMPRICH_EHRENBERG","1832"
"693","V","species","Lupus anthus","(Cuvier 1820)","subjective synonym of","species","Canis lupaster","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"CUVIER","1820",FALSE,"HEMPRICH_EHRENBERG","1832"
"694","","species","Canis arnensis","Del Campana 1913","","species","Canis arnensis","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"DEL-CAMPANA","1913",FALSE,"DEL-CAMPANA","1913"
"695","","species","Canis teilhardi","Qiu et al. 2004","","species","Canis teilhardi","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"QIU_ET-AL","2004",FALSE,"QIU_ET-AL","2004"
"696","","species","Canis apolloniensis","Koufos and Kostopoulos 1997","","species","Canis apolloniensis","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"KOUFOS_KOSTOPOULOS","1997",FALSE,"KOUFOS_KOSTOPOULOS","1997"
"697","V","species","Canis terblanchei","(Broom 1948)","recombined as","species","Thos terblanchei","Canis","Thos","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"BROOM","1948",TRUE,"BROOM","1948"
"698","","species","Thos terblanchei","(Broom 1948)","","species","Thos terblanchei","Canis","Thos","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"BROOM","1948",TRUE,"BROOM","1948"
"699","","species","Canis palaeoplatensis","Ameghino 1891","","species","Canis palaeoplatensis","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"AMEGHINO","1891",FALSE,"AMEGHINO","1891"
"700","","species","Canis geismarianus","Cope 1878","","species","Canis geismarianus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"COPE","1878",FALSE,"COPE","1878"
"701","","species","Canis adoxus","Martin 1971","","species","Canis adoxus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"MARTIN","1971",FALSE,"MARTIN","1971"
"702","","species","Canis cipio","Crusafont-Pairó 1950","","species","Canis cipio","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"CRUSAFONT-PAIRO","1950",FALSE,"CRUSAFONT-PAIRO","1950"
"703","","species","Canis cedazoensis","Mooser and Dalquest 1975","","species","Canis cedazoensis","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"MOOSER_DALQUEST","1975",FALSE,"MOOSER_DALQUEST","1975"
"704","","species","Canis cana","Blanford 1877","","species","Canis cana","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"BLANFORD","1877",FALSE,"BLANFORD","1877"
"705","","species","Canis palmidens","(Teilhard de Chardin and Piveteau 1930)","","species","Canis palmidens","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"TEILHARD-DE-CHARDIN_PIVETEAU","1930",TRUE,"TEILHARD-DE-CHARDIN_PIVETEAU","1930"
"706","","species","Canis osorum","Cope 1873","","species","Canis osorum","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"COPE","1873",FALSE,"COPE","1873"
"707","","species","Canis incertus","D'Orbigny and Laurillard 1842","","species","Canis incertus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"D'ORBIGNY_LAURILLARD","1842",FALSE,"D'ORBIGNY_LAURILLARD","1842"
"708","","species","Canis lydekkeri","Ameghino 1889","","species","Canis lydekkeri","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"AMEGHINO","1889",FALSE,"AMEGHINO","1889"
"709","","species","Canis megamastoides","Pomel 1842","","species","Canis megamastoides","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"POMEL","1842",FALSE,"POMEL","1842"
"710","","species","Canis accitanus","Garrido and Arribas 2008","","species","Canis accitanus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"GARRIDO_ARRIBAS","2008",FALSE,"GARRIDO_ARRIBAS","2008"
"711","","species","Canis armbrusteri","Gidley 1913","","species","Canis armbrusteri","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"GIDLEY","1913",FALSE,"GIDLEY","1913"
"712","","species","Canis culpaeus","Molina 1782","","species","Canis culpaeus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"MOLINA","1782",FALSE,"MOLINA","1782"
"713","","species","Canis proplatensis","Ameghino 1891","","species","Canis proplatensis","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"AMEGHINO","1891",FALSE,"AMEGHINO","1891"
"714","","species","Canis vetulus","Lund 1842","","species","Canis vetulus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"LUND","1842",FALSE,"LUND","1842"
"715","","species","Canis michauxi","Martin 1971","","species","Canis michauxi","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"MARTIN","1971",FALSE,"MARTIN","1971"
"716","","species","Canis feneus","Tedford et al. 2009","","species","Canis feneus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"TEDFORD_ET-AL","2009",FALSE,"TEDFORD_ET-AL","2009"
"717","","species","Canis edwardii","Gazin 1942","","species","Canis edwardii","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"GAZIN","1942",FALSE,"GAZIN","1942"
"718","","species","Canis gezi","Kraglievich 1928","","species","Canis gezi","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"KRAGLIEVICH","1928",FALSE,"KRAGLIEVICH","1928"
"719","","species","Macrocyon chapalmalensis","Frenguelli 1929","subjective synonym of","species","Canis gezi","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"FRENGUELLI","1929",FALSE,"KRAGLIEVICH","1928"
"720","","species","Canis hewitti","Fourvel and Frerebeau 2023","","species","Canis hewitti","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"FOURVEL_FREREBEAU","2023",FALSE,"FOURVEL_FREREBEAU","2023"
"721","","species","Canis lepophagus","Johnston 1938","","species","Canis lepophagus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"JOHNSTON","1938",FALSE,"JOHNSTON","1938"
"722","","species","Canis chihliensis","Zdansky 1924","","species","Canis chihliensis","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"ZDANSKY","1924",FALSE,"ZDANSKY","1924"
"723","","species","Canis aureus","(Linnaeus 1758)","","species","Canis aureus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"LINNAEUS","1758",TRUE,"LINNAEUS","1758"
"724","V","species","Lupus aureus","(Linnaeus 1758)","recombined as","species","Canis aureus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"LINNAEUS","1758",TRUE,"LINNAEUS","1758"
"725","","species","Canis othmanii","Amri et al. 2017","","species","Canis othmanii","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"AMRI_ET-AL","2017",FALSE,"AMRI_ET-AL","2017"
"726","","species","Canis mosbachensis","Soergel 1925","","species","Canis mosbachensis","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"SOERGEL","1925",FALSE,"SOERGEL","1925"
"727","","species","Canis troglodytes","Lund 1938","","species","Canis troglodytes","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"LUND","1938",FALSE,"LUND","1938"
"728","","species","Canis spelaeus","Lund 1837","replaced by","species","Canis troglodytes","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"LUND","1837",FALSE,"LUND","1938"
"729","V","species","Vulpes latidentatus","(Cope 1899)","recombined as","species","Canis latidentatus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"COPE","1899",TRUE,"COPE","1899"
"730","","species","Canis latidentatus","(Cope 1899)","","species","Canis latidentatus","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",TRUE,"COPE","1899",TRUE,"COPE","1899"
"731","","species","Canis borjgali","Bartolini-Lucenti et al. 2020","","species","Canis borjgali","Canis","","Chordata","Mammalia","Carnivora","Canidae","Canis",FALSE,"BARTOLINI-LUCENTI_ET-AL","2020",FALSE,"BARTOLINI-LUCENTI_ET-AL","2020"
"732","","species","Protocyon scagliarum","Kraglievich 1952","","species","Protocyon scagliarum","Protocyon","","Chordata","Mammalia","Carnivora","Canidae","Protocyon",FALSE,"KRAGLIEVICH","1952",FALSE,"KRAGLIEVICH","1952"
"733","","species","Protocyon orocualensis","Ruiz-Ramoni et al. 2022","","species","Protocyon orocualensis","Protocyon","","Chordata","Mammalia","Carnivora","Canidae","Protocyon",FALSE,"RUIZ-RAMONI_ET-AL","2022",FALSE,"RUIZ-RAMONI_ET-AL","2022"
"734","","species","Protocyon troglodytes","(Lund 1938)","","species","Protocyon troglodytes","Protocyon","","Chordata","Mammalia","Carnivora","Canidae","Protocyon",TRUE,"LUND","1938",TRUE,"LUND","1938"
"735","","species","Paleospeothos colomae","Spillmann 1942","subjective synonym of","species","Protocyon troglodytes","Protocyon","","Chordata","Mammalia","Carnivora","Canidae","Protocyon",FALSE,"SPILLMANN","1942",TRUE,"LUND","1938"
"736","","species","Palaeocyon validus","Lund 1843","subjective synonym of","species","Protocyon troglodytes","Protocyon","","Chordata","Mammalia","Carnivora","Canidae","Protocyon",FALSE,"LUND","1843",TRUE,"LUND","1938"
"737","","species","Canis musculosus","Ameghino 1882","subjective synonym of","species","Protocyon troglodytes","Protocyon","","Chordata","Mammalia","Carnivora","Canidae","Protocyon",FALSE,"AMEGHINO","1882",TRUE,"LUND","1938"
"738","","species","Canis lycodes","Lund 1843","subjective synonym of","species","Protocyon troglodytes","Protocyon","","Chordata","Mammalia","Carnivora","Canidae","Protocyon",FALSE,"LUND","1843",TRUE,"LUND","1938"
"739","","species","Protocyon orcesi","Hoffstetter 1952","subjective synonym of","species","Protocyon troglodytes","Protocyon","","Chordata","Mammalia","Carnivora","Canidae","Protocyon",FALSE,"HOFFSTETTER","1952",TRUE,"LUND","1938"
"740","","species","Protocyon tarijensis","(Ameghino 1902)","","species","Protocyon tarijensis","Protocyon","","Chordata","Mammalia","Carnivora","Canidae","Protocyon",TRUE,"AMEGHINO","1902",TRUE,"AMEGHINO","1902"
