"SIDNUM","SUBCLASSORSUPERORDER","ORDER","SUBORDERORSUPERFAMILY","FAMILY","SUBFAMILY","GENUS","SPECIES","MIN_AGE","MAX_AGE","now_accepted_name","now_accepted_rank","now_continent"
20018,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Proputorius","sansaniensis",11.457333333333,17.2,"Proputorius_sansaniensis","species","Europe"
20019,"Eutheria","Carnivora","Caniformia","Mustelidae","Mustelinae","indet.","indet.",0.01,21.083,"indet.","subfamily","Europe | Asia | Africa"
20020,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Taxodon","sansaniensis",9.9,16.4,"Taxodon_sansaniensis","species","Europe"
20024,"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Viverrictis","modica",11.2,17.2,"Viverrictis_modica","species","Europe"
20025,"Eutheria","Carnivora","indet.","Herpestidae","indet.","Leptoplesictis","aurelianensis",11.2,18.35,"Leptoplesictis_aurelianensis","species","Europe"
20046,"Eutheria","Carnivora","Musteloidea","Procyonidae","indet.","Schlossericyon","viverroides",11.2,17.2,"Schlossericyon_viverroides","species","Europe"
25797,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Sivanasua","indet.",12.85,14.2,"Sivanasua","genus","Europe"
27692,"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Hemicyon","sansaniensis",11.2,14.2,"Hemicyon_sansaniensis","species","Europe"
31186,"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrinae","Lartetictis","dubia",9.9,16.4,"Lartetictis_dubia","species","Europe"
20004,"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Hemicyon","sansaniensis",9.9,16.4,"Hemicyon_sansaniensis","species","Asia | Europe"
20036,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Proputorius","indet.",9.9,17.2,"Proputorius","genus","Asia | Europe"
20037,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Trochictis","indet.",9.9,14.2,"Trochictis","genus","Asia | Europe"
20039,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Protictitherium","intermedium",9.311,15.2,"Protictitherium_intermedium","species","Asia | Europe"
20041,"Eutheria","Carnivora","indet.","Percrocutidae","indet.","Percrocuta","miocenica",11.2,16.4,"Percrocuta_miocenica","species","Asia | Europe"
20060,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Protictitherium","gaillardi",8.9,17.2,"Protictitherium_gaillardi","species","Asia | Europe"
20182,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Ischyrictis","anatolicus",12.85,16.4,"Ischyrictis_anatolicus","species","Asia | Europe"
20511,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Anatolictis","laevicaninus",11.2,14.2,"Anatolictis_laevicaninus","species","Asia"
86116,"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrinae","Lartetictis","pasalarensis",12.85,14.2,"Lartetictis_pasalarensis","species","Asia"
20043,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Agnotherium","grivense",11.2,16.4,"Agnotherium_grivense","species","Europe"
20044,"Eutheria","Carnivora","indet.","Ursidae","indet.","Dinocyon","thenardi",7.6,16.4,"Dinocyon_thenardi","species","Europe"
20045,"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","indet.","indet.",11.2,16.4,"indet.","subfamily","Europe | Asia"
20047,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Ischyrictis","helbingi",11.2,12.85,"Ischyrictis_helbingi","species","Europe"
20048,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Gaillardina","transitoria",11.2,12.85,"Gaillardina_transitoria","species","Europe"
20049,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","delphinensis",11.2,17.2,"Martes_delphinensis","species","Europe"
20050,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","munki",11.2,17.2,"Martes_munki","species","Europe"
20051,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Grivamephitis","pusilla",11.2,17.2,"Grivamephitis_pusilla","species","Europe"
20053,"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Jourdanictis","grivensis",11.2,12.85,"Jourdanictis_grivensis","species","Europe"
20056,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Thalassictis","certa",11.2,12.85,"Thalassictis_certa","species","Europe"
20057,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Protictitherium","crassum",5.3,17.2,"Protictitherium_crassum","species","Europe | Asia"
20058,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Plioviverrops","gaudryi",11.2,12.85,"Plioviverrops_gaudryi","species","Europe"
20059,"Eutheria","Carnivora","Feliformia","Felidae","indet.","Styriofelis","turnauensis",8.9,21.7,"Styriofelis_turnauensis","species","Europe | Asia"
20532,"Eutheria","Carnivora","indet.","Percrocutidae","indet.","Percrocuta","indet.",11.2,12.85,"Percrocuta","genus","Europe"
24486,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Proputorius","pusillus",11.2,16.4,"Proputorius_pusillus","species","Europe"
24487,"Eutheria","Carnivora","indet.","Herpestidae","indet.","Leptoplesictis","filholi",11.2,30.83,"Leptoplesictis_filholi","species","Europe"
25764,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Rhodanictis","depereti",11.2,16.4,"Rhodanictis_depereti","species","Europe | Asia"
25787,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Sivanasua","moravica",11.2,17.2,"Sivanasua_moravica","species","Europe"
20061,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","giganteus",12.85,23.03,"Amphicyon_giganteus","species","Europe | Asia | Africa"
20064,"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Hoplictis","noueli",14.2,17.2,"Hoplictis_noueli","species","Europe"
20067,"Eutheria","Carnivora","Pinnipedia","Semantoridae","indet.","Potamotherium","miocenicum",12.85,17.2,"Potamotherium_miocenicum","species","Europe"
20068,"Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Prosansanosmilus","peregrinus",14.2,17.2,"Prosansanosmilus_peregrinus","species","Europe"
20091,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Cynelos","helbingi",11.63,19.5,"Cynelos_helbingi","species","Europe | Asia"
24483,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Ysengrinia","depereti",14.2,19.5,"Ysengrinia_depereti","species","Europe"
24484,"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Hemicyon","stehlini",11.2,19.5,"Hemicyon_stehlini","species","Europe | Asia"
24504,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Trochictis","artenensis",14.2,19.5,"Trochictis_artenensis","species","Europe"
24507,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Trochictis","carbonaria",14.2,17.2,"Trochictis_carbonaria","species","Europe"
20070,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Cynelos","schlosseri",16.4,21.7,"Cynelos_schlosseri","species","Europe"
20072,"Eutheria","Carnivora","indet.","indet.","indet.","Palaeogale","hyaenoides",14.2,19.5,"Palaeogale_hyaenoides","species","Europe"
20074,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","sainjoni",16.4,17.2,"Martes_sainjoni","species","Europe"
20075,"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Semigenetta","elegans",16.4,19.5,"Semigenetta_elegans","species","Europe | Asia"
20189,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","burdigaliensis",8.9,17.2,"Martes_burdigaliensis","species","Europe | Asia"
30999,"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Ictiocyon","socialis",16.4,21.483,"Ictiocyon_socialis","species","Europe | Asia"
20079,"Eutheria","Carnivora","indet.","indet.","indet.","Palaeogale","minuta",16.4,21.7,"Palaeogale_minuta","species","Europe"
20533,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Ischyrictis","bezianensis",14.2,17.2,"Ischyrictis_bezianensis","species","Europe"
24513,"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Semigenetta","cadeoti",16.4,17.2,"Semigenetta_cadeoti","species","Europe"
20080,"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Thaumastocyon","bourgeoisi",14.2,16.4,"Thaumastocyon_bourgeoisi","species","Europe"
20083,"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Plithocyon","bruneti",14.2,19.5,"Plithocyon_bruneti","species","Europe"
20084,"Eutheria","Carnivora","Caniformia","Mustelidae","Ischyrictini","Hoplictis","florancei",14.2,17.2,"Hoplictis_florancei","species","Europe"
21058,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Pseudocyon","styriacus",14.2,16.4,"Pseudocyon_styriacus","species","Europe"
20496,"Eutheria","Carnivora","Pinnipedia","Semantoridae","indet.","Potamotherium","valletoni",14.2,23.26,"Potamotherium_valletoni","species","Europe"
20089,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Ysengrinia","valentiana",16.4,17.2,"Ysengrinia_valentiana","species","Europe"
20090,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","olisiponensis",14.2,17.2,"Amphicyon_olisiponensis","species","Europe"
20093,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Ischyrictis","indet.",14.2,17.2,"Ischyrictis","genus","Europe"
34092,"Eutheria","Carnivora","indet.","Barbourofelidae","indet.","Prosansanosmilus","eggeri",14.2,16.4,"Prosansanosmilus_eggeri","species","Europe"
20094,"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrini","Limnonyx","pontica",9.9,16.4,"Limnonyx_pontica","species","Europe"
20095,"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrinae","Sivaonyx","hessicus",8.9,16.4,"Sivaonyx_hessicus","species","Europe | Asia"
20097,"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Machairodus","aphanistus",2.725,16.4,"Machairodus_aphanistus","species","Europe | Asia | Africa"
20098,"Eutheria","Carnivora","Feliformia","Felidae","indet.","Promegantereon","ogygia",7.6,16.4,"Promegantereon_ogygia","species","Europe"
20103,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Agnotherium","antiquum",9.9,16.4,"Agnotherium_antiquum","species","Europe | Africa"
31432,"Eutheria","Carnivora","Caniformia","Ailuridae","Simocyoninae","Simocyon","diaphorus",9.9,16.4,"Simocyon_diaphorus","species","Europe"
20069,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","Amphicyon","indet.",2.58,32.63,"Amphicyon","genus","Europe | Asia | Africa"
20104,"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Indarctos","vireti",8.9,11.2,"Indarctos_vireti","species","Europe | Asia"
20105,"Eutheria","Carnivora","Caniformia","Ailuridae","indet.","Protursus","simpsoni",9.721,10.55,"Protursus_simpsoni","species","Europe"
20108,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Sabadellictis","crusafonti",9.721,9.786,"Sabadellictis_crusafonti","species","Europe"
20110,"Eutheria","Carnivora","indet.","Mephitidae","Mephitini","Mesomephitis","medius",8.9,11.2,"Mesomephitis_medius","species","Europe"
20113,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Trochictis","narcisoi",9.721,9.786,"Trochictis_narcisoi","species","Europe"
20115,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","mellibulla",8.9,9.9,"Martes_mellibulla","species","Europe"
20117,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Circamustela","dechaseauxi",9.721,11.2,"Circamustela_dechaseauxi","species","Europe"
20118,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Marcetia","santigae",9.721,11.2,"Marcetia_santigae","species","Europe"
20122,"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Semigenetta","ripolli",8.9,9.9,"Semigenetta_ripolli","species","Europe"
20524,"Eutheria","Carnivora","Caniformia","Mustelidae","Eomellivorini","Eomellivora","fricki",7.1,11.2,"Eomellivora_fricki","species","Europe"
86481,"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Ammitocyon","indet.",9.721,9.786,"Ammitocyon","genus","Europe"
86482,"Eutheria","Carnivora","indet.","Ursidae","Ailuropodinae","Miomaci","indet.",9.721,9.786,"Miomaci","genus","Europe"
20099,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Promeles","indet.",6.179,11.2,"Promeles","genus","Europe"
20112,"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrini","Limnonyx","sinerizi",2.5,11.2,"Limnonyx_sinerizi","species","Europe"
20120,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","andersoni",1.7239,11.2,"Martes_andersoni","species","Europe | Asia"
20153,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Thalassictis","montadai",9.9,12.85,"Thalassictis_montadai","species","Europe | Asia"
86111,"Eutheria","Carnivora","indet.","Ursidae","Ailuropodinae","Miomaci","pannonicum",9.9,11.2,"Miomaci_pannonicum","species","Europe"
20100,"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Thaumastocyon","dirus",9.9,11.2,"Thaumastocyon_dirus","species","Europe"
20123,"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Machairodus","alberdiae",9.9,11.2,"Machairodus_alberdiae","species","Europe"
20154,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Plioviverrops","indet.",9.9,11.2,"Plioviverrops","genus","Europe"
20155,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Hyaenictitherium","indet.",9.9,11.2,"Hyaenictitherium","genus","Europe"
21061,"Eutheria","Carnivora","Caniformia","Mustelidae","Eomellivorini","Eomellivora","piveteaui",7.6,16.4,"Eomellivora_piveteaui","species","Europe | Asia"
24474,"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Magericyon","castellanus",9.9,11.2,"Magericyon_castellanus","species","Europe"
85165,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Adroverictis","ginsburgi",8.9,11.2,"Adroverictis_ginsburgi","species","Europe"
20124,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Plioviverrops","orbignyi",5.3,11.2,"Plioviverrops_orbignyi","species","Europe"
20125,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Ictitherium","viverrinum",5.3,15.2,"Ictitherium_viverrinum","species","Europe | Asia"
20129,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Adcrocuta","eximia",2.6,12.049,"Adcrocuta_eximia","species","Europe | Asia | Africa"
20132,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Parataxidea","maraghana",5.3,8.9,"Parataxidea_maraghana","species","Europe | Asia"
20133,"Eutheria","Carnivora","indet.","Mephitidae","indet.","Promephitis","lartetii",5.3,8.9,"Promephitis_lartetii","species","Europe"
20134,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Promeles","palaeatticus",5.3,9.9,"Promeles_palaeatticus","species","Europe | Asia"
20137,"Eutheria","Carnivora","Feliformia","Felidae","indet.","Metailurus","parvulus",5.3,9.9,"Metailurus_parvulus","species","Europe | Asia"
31519,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Hyaenictitherium","wongii",2.6,11.2,"Hyaenictitherium_wongii","species","Europe | Asia"
20141,"Eutheria","Carnivora","Feliformia","Felidae","indet.","Paramachaerodus","orientalis",5,9.9,"Paramachaerodus_orientalis","species","Asia | Europe"
31448,"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Indarctos","maraghanus",5.3,8.9,"Indarctos_maraghanus","species","Asia"
34071,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Parataxidea","polaki",7.1,8.9,"Parataxidea_polaki","species","Asia"
85166,"Eutheria","Carnivora","Feliformia","Felidae","indet.","Pristifelis","attica",5.3,11.2,"Pristifelis_attica","species","Asia | Europe"
20128,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Lycyaena","chaeretis",5.3,9.9,"Lycyaena_chaeretis","species","Europe | Asia"
20131,"Eutheria","Carnivora","indet.","Ursidae","Ursinae","Indarctos","atticus",5.3,9.9,"Indarctos_atticus","species","Europe | Asia"
20135,"Eutheria","Carnivora","Feliformia","Felidae","Machairodontinae","Amphimachairodus","giganteus",3.55,9.9,"Amphimachairodus_giganteus","species","Europe | Asia"
20138,"Eutheria","Carnivora","Feliformia","Felidae","indet.","Metailurus","major",5.3,11.2,"Metailurus_major","species","Europe | Asia | Africa"
20144,"Eutheria","Carnivora","Caniformia","Mustelidae","Lutrinae","Enhydriodon","latipes",7.1,7.6,"Enhydriodon_latipes","species","Europe"
20145,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Martes","woodwardi",7.1,7.6,"Martes_woodwardi","species","Europe"
20146,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Sinictis","pentelici",7.1,9.9,"Sinictis_pentelici","species","Europe | Asia"
20149,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Hyaenictis","graeca",7.1,15.97,"Hyaenictis_graeca","species","Europe | Africa"
31602,"Eutheria","Carnivora","Caniformia","Ailuridae","Simocyoninae","Simocyon","primigenius",5.3,9.9,"Simocyon_primigenius","species","Europe | Asia"
29360,"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","Ictiocyon","dehmi",16.4,17.2,"Ictiocyon_dehmi","species","Europe"
85394,"Eutheria","Carnivora","Feliformia","Felidae","indet.","Styriofelis","indet.",16.225,17.2,"Styriofelis","genus","Europe"
20537,"Eutheria","Carnivora","indet.","Herpestidae","indet.","Herpestes","dissimilis",11.056,17.2,"Herpestes_dissimilis","species","Europe"
24805,"Eutheria","Carnivora","Feliformia","Felidae","Felinae","Felis","vireti",9.5365,19.5,"Felis_vireti","species","Europe"
20535,"Eutheria","Carnivora","Feliformia","Viverridae","indet.","indet.","indet.",0.0117,23.86,"indet.","family","Europe | Asia | Africa"
29152,"Eutheria","Carnivora","Caniformia","Amphicyonidae","indet.","indet.","indet.",13.7,16.56,"indet.","family","Europe | Africa"
24492,"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Plithocyon","conquense",14.2,17.2,"Plithocyon_conquense","species","Europe"
25692,"Eutheria","Carnivora","indet.","Ursidae","Hemicyoninae","Hemicyon","mayorali",14.2,16.4,"Hemicyon_mayorali","species","Europe"
31910,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Plioviverrops","indet.",7.1,14.2,"Plioviverrops","genus","Europe"
23696,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Mustela","larteti",11.2,12.85,"Mustela_larteti","species","Europe"
20152,"Eutheria","Carnivora","Caniformia","Amphicyonidae","Amphicyoninae","indet.","indet.",9.9,12.85,"indet.","subfamily","Europe"
21059,"Eutheria","Carnivora","Caniformia","Mustelidae","indet.","Palaeomeles","pachecoi",11.056,12.85,"Palaeomeles_pachecoi","species","Europe"
24817,"Eutheria","Carnivora","Feliformia","Hyaenidae","indet.","Ictitherium","aguirrei",11.2,12.85,"Ictitherium_aguirrei","species","Europe"
23716,"Eutheria","Carnivora","Feliformia","Viverridae","indet.","Semigenetta","grandis",9.9,12.090666666667,"Semigenetta_grandis","species","Europe"
